date,XLU,XLF,XLI,XLB,RWR,XLV,XLY,XLE,XLK,XLP,IYT
20000315,100.9852217,107.7044025,103.1921418,106.4864849,,101.538443,106.0453401,98.10901001,97.67818575,105.5870172,
20000316,104.9480552,116.2627012,107.8372005,113.379709,,104.3429844,111.7283951,102.2222222,98.11320755,108.5173502,
20000317,104.1539393,115.5884606,107.030303,107.9754601,,105.3340631,113.204025,100.1126126,100.209205,107.7413931,
20000320,103.410475,112.2685432,109.2922862,107.628423,,108.1447964,113.0599141,100,101.2738854,108.5157869,
20000321,103.4334757,116.8086465,112.2524752,110.8377898,,108.5166189,114.1057935,101.9187359,106.3552417,111.1745775,
20000322,100.4878049,111.0219212,107.4360295,101.8854238,,110.718312,107.1258907,101.5873016,110.1160862,103.6809816,
20000323,97.55529686,105.8506833,104.1126573,98.77216917,,105.7097289,99.94476906,97.2826087,108.4401709,97.4564186,
20000324,97.36068554,107.3499431,105.2661563,102.3437727,,106.5031983,100.3316749,100.8998875,106.8632651,97.55557926,
20000327,99.11662662,105.8419011,103.3783784,100.7017542,,103.7656904,101.0044643,102.8571429,108.1761006,97.15994021,
20000328,99.28867826,102.9177719,100.9371731,97.64216366,,103.2224532,100.2207506,99.2248062,102.8600613,96.47835739,
20000329,103.4587573,101.2491569,102.6578073,102.2775796,,99.13835189,102.6607539,105.2455357,98.14257028,99.63020118,
20000330,101.4916659,98.03051588,100.974026,101.9337017,,97.32456782,104.6434486,105.3631285,93.69458128,101.7897087,
20000331,103.0723084,97.55027136,100.5379235,102.3594721,,98.24826426,103.1955917,104.5707915,94.65200726,103.1131109,
20000403,102.3172711,105.7142857,102.2331329,106.1324028,,98.89112903,106.5746033,106,89.92248062,109.2307692,
20000404,104.2387861,100.7087835,101.3653564,107.1733182,,97.68378651,104.9008987,105.1339286,91.2611718,111.026589,
20000405,103.753665,100.7143065,99.7303301,104.1753644,,98.51739877,103.0237581,96.92470838,94.62915601,106.9042062,
20000406,104.6443072,101.6201993,99.94642658,100.8130081,,101.8672199,101.8488998,99.46977731,98.5278654,103.5897193,
20000407,103.7405019,98.90532411,101.2841089,99.25421576,,100.3056546,102.936448,98.45417484,100,102.7982327,
20000410,102.845547,97.05159705,101.0122364,98.48980202,,99.6941896,102.2809742,95.38784067,100.6465517,100.7746704,
20000411,104.0664559,101.7274264,103.3944138,101.7892428,,101.7010474,104.3044612,98.3014862,99.12948857,99.7260274,
